textID,text,sentiment
023a512e52,hahha I don`t do drugs though,neutral
490c3fca7f,attacking,negative
28f67f674e,oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral
d0dcbd4559,I don`t think I like,negative
efc5b75e2d,supposed to be great weather today & 2moro; just my luck Im stuck in work 1-10 both days!,neutral
0cd4dcb3eb,i really don`t like getting to other businesses,negative
303bd9496c,good!,positive
ab4efd8fbc,miss,negative
56f2bf19b4,im so sick,negative
c05ab1f1cf,ummm. Idk. Courtney`s date is hooking us up.,neutral
7e7fcbb19e,loss,negative
66ee76cbc4,lol...,positive
9fe798ecfe,Internet is dead.,negative
9a9c9817e2,"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",neutral
1373d00ff7,Happy mothers day  I`m so hungry and the resturants are all closed... ****,neutral
f5b3f0ec95,stupid,negative
21ec4c00cb,thanks! I will try #boarding out,neutral
9fdcb18862,"Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep",neutral
a782692a57,borin,negative
4be4e6de30,im sad  you didnt text today.,negative
0bd0f61742,wonderful,positive
3e516a6667,) happy,positive
baa4c5ad2b,wish,positive
3670a05424,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING,neutral
9540dad916,Just hope my ceramic crown doesn`t shatter some time later,positive
818fd39e58,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.,neutral
2a5ed1c870,Ha ha 1 point for the men,neutral
a272d5696b,Going to get some coffee,neutral
b2fcf4582c,cuuuute,positive
122ce74315,"_Cordon LOL, you`re welcome",neutral
2caf2c54ef,Sweet!,positive
466a36d52e,cry,negative
3616a43c66,not fun.,negative
b6ad4ae100,my internet just crashed  i will ttytomorrow.,negative
6776efce43,wish,positive
e319638aae,_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter`s lab,neutral
747d1af3d6,is allergic to you...Oh NO!,negative
458744ff40,I gots the sniffles,neutral
ed00626f89,have no idea,negative
45b75eb618,sunniest week for ages....and exams,neutral
dfab8a220b,great,positive
54729446f6,"Methinks it`s time to read A Doll`s House + Streetcar and get some quotes, and then PHYSICS!",neutral
1343254dd6,"My college, My friends",neutral
78bff3d625,heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,neutral
c23f5f977a,I am down  I need my snuggles but he is at work and he don`t like to snuggle  ironic huh...,neutral
4e0a8881c3,super hungry,negative
afe22c972a,d miss U,negative
64692830a3,But...but...I`m not!,neutral
6822b06f74,: i have a crush...,positive
5fddcf4458,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral
c05ea7e99d,w I love Robert Pattinson!!,positive
9298e521cd,I`m sure she`ll love it!,positive
2b0526e791,I`m annoying myself,negative
aed14b7ec2,"Feeling better today, but still sick.",neutral
72cf945f16,"I`ve knack my iphone, I got melted chocolate into the speaker, I now can`t hear it when it rings",neutral
569fceca58,My stomach effing hurts. Sadly there`ll be no gym class this afternoon,negative
0a887ad3bc,broken,negative
c8939e589b,worst,negative
ded5c078aa,i hate getting put on steroids.,negative
8102133108,Love,positive
b3bda14ee3,i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,neutral
798e4ce13d,bored,negative
fb10cfd953,aww...  try to rest na lang muna... ^^,neutral
d658c26c05,i like it,positive
9712041ceb,I hate that place!,negative
9c2088cec2,I really need to update this more.,neutral
c20cc57df7,You`re just jealous,negative
99a1d997d8,really wants to go see AI tonight.,neutral
dc31af2e1a,sounds like a great way to to start mothers day! Enjoy your day,positive
f7ec0a95c3,I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I`m in Philly.,neutral
fa74dd3864,weird.,negative
9176985aae,barked,negative
cc64054043,So hard to choose!!,negative
b6ddf12ad0,Yay,positive
cf29e364fe,not going well,negative
4601b7ff75,I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral
63912adc24,Darn i dont have guitar tomorrow,neutral
d32958f921,SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl,negative
b519ba7eaf,"Heavens,",positive
f3b213a94c,third driving lesson then back to the office,neutral
d86eaa0487,what Brody how dare u,negative
9fedf57dce,", i love",positive
61246b4a53,FUN.,positive
16ccebb674,"I茂驴陆m so tired,had a bad day",negative
8cbb0f4bc1,hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me,neutral
b58af3b61f,got one because of my babygirl,neutral
2dbf537a03,I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,neutral
d4622847ce,so good,positive
9707b0fc9a,Now I feel left out...  All alone in AZ...,neutral
11404ea118,Not good cl,negative
f5451ead45,It`s IQ is high when it comes to knowledge about how to swim round`n`round in the bowl...,neutral
5399d6cddd,I miss you!,negative
4fe7d3e77a,I was gonna go for aiden but I had a girl so I went with scarlet,neutral
83a98304f9,I`m in traffic on the 405 and I still don`t see the sun,neutral
4560074939,funnyy!,positive
5725f209c9,"yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral
b6e52ad878,"Unfortunately,",negative
ecfa6fb0f3,AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH,neutral
842c0b6812,you`re hot,positive
2a5f644596,you were interested..,positive
5394086c7e,Happy,positive
97e3a41928,haha so the whole worlds there then lol,neutral
67e69018ab,UGh!  Gotta take authority over the time 2day!  Say hello! Don`t be a stranger! BeBlessed!,neutral
0d32a589d2,I can`t sleep! Too many things on my mind,negative
a85eb567d6,"U were right, they did blow my mind  I love u SGB, even more all the time, Mom",positive
e2074ef7e6,So sad.,negative
40031960a7,tired,negative
897d2313ce,im going to work,neutral
067a1c740c,not nerdy at all. I made one yesterday.,neutral
2e08163c57,a bug  in coding,negative
768985a78d,Awwwwwwwwwwe  That okay. I missed bullet`s concert,neutral
3e67e50d9e,i luv him!,positive
dffaa26ccb,Your Right!,positive
0df38bf47a,"shes so cute,",positive
cf2f393f1f,its going to be a long day at the office,negative
313cf37734,That`s no good. I`m sorry,negative
21ace14664,sad,negative
73fe144824,super excited,positive
e8d6e59aed,liking your style Alice,positive
4da3638e18,"Just found out my contact form was being dubbed Spam and wasn`t forwarding properly. When checked, I had no legit contacts anyway. Double",neutral
a34a224f03,Haha,positive
914c40995f,"I live for pain, bring it on",negative
8224b45279,no longer,negative
8ea8d240e3,Paid bills. We get water and electricity for another month  Woot.,neutral
5f8ead4a60,"Dan`s so funny,",positive
757e6e1942,s  I`m about ready to visit Torchwood,positive
a8553cc8ba,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I`m getting ready to go to Moab with Phil!!!,neutral
872830f3fe,Is not going to service tonight due to the fact that i`ve yet to find a dress for prom tomorrow. Ugh,neutral
345545946d,"Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
10b5f7786a,migraine!,negative
912dc5e9cf,good study day,positive
d06cd08a66,y can`t,negative
943294dea9,wish me luck,positive
3568ade162,nice,positive
b734195109,! come pick up your gift ;),positive
6021b57412,is this a new album?? about bloody time too!!,neutral
65ac6dcd89,Snap.,negative
4a17fa9a21,really wanted,positive
02fef838dd,_nobel,neutral
4b3d0e0285,good question.,positive
f3a5d47d09,Chick at coles hit on me. Haha Ran into cousin,neutral
2650ccc3c3,good,positive
38f195c8ee,dead,negative
f6e6c24f35,happy to b home,positive
65022fba9c,"Should be drank with sugar and milk, not coffee. You have coffee on my brain.",neutral
19c38247ef,Wants To Dress Up,neutral
29174d967f,The truth is hiding in your eyes',neutral
8ecb5eb49a,missing,negative
872bee8ec8,****,negative
703d8ea662,i`m getting this assignment done,neutral
6ea90f90d9,Thanks,positive
7893123dd6,i love shuffle  and i love watching the pranks from AP Tour!,positive
c2d9c70831,cry,negative
5c4bbd7e5c,http://twitpic.com/2aa0m - So this is where you`re getting the $$$ for the island,neutral
511c85f70d,if only  wouldn`t have some fiftythousand followers... hugh laurie`s just a needle in a haystack now!,neutral
6e744ec491,happy mothers day to all mothers,positive
9c825ecb4b,super cutie in front of me. Too bad he`s wearing a **** bracelet with a girls name on it,neutral
bc21202d07,soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,neutral
f4b27fbd80,Happy?,positive
a545854bf7,"He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",positive
c3dc352877,Sad,negative
51f56b81d6,best,positive
2adf0913fe,It`s so cold,negative
662ed69976,Good Morning everybody and happy Mothers Day!!!!,positive
7457fa9f77,Wal mart,neutral
cca69edec6,Holy **** I am exhausted!,negative
e7f5a0c43f,happy,positive
c1970069c4,crying,negative
d927129a61,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neutral
241ece149d,though that isn`t going so well.,negative
e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!",neutral
e4689481e8,ready with learnin today!!! .. and now its twilight time,neutral
9f322286a3,And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o,neutral
c554ea2a90,"awesome product, awesome prices.",positive
7407e45f29,i just won a basketball game,positive
2702dbee20,OMG No fair,negative
5ac1a82457,Is the Bee to Busy to talk to his buddy on Yahoo?,neutral
c7afd7be9e,_carter Your video is set to private..,neutral
84fc45d0c3,that`s right,positive
51f98e5b08,good,positive
d62b284da0,home now and added a few more Grice`s to my list,neutral
b0252a0319,Oh no,negative
86519b9fb0,yeah that too,neutral
9009bc887b,I`m actually tired enough to fall asleep,negative
ac06c2c60c,awesome.,positive
d0ab2d2ac4,I`m excited/nervous!!!!,positive
93e44cb7e7,"HIS IS ORIGINAL FROM YOURS TRULY...  'If you want to become wealthy, learn the things most ppl say they don`t have time for' -ME",neutral
a64cb1a714,"Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral
e4c90eab17,Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,neutral
28e4ce73b7,such a wonderful day,positive
63009bdfac,misses,negative
ef8c17a9e3,You`re truly my idol  Best wishes to you,positive
ed19b62679,"How Exciting, for you both",positive
bbe3cbf620,test test from the LG enV2,neutral
dc5132385f,awesome,positive
7b7f18512a,elusive;,negative
0a97d8c0f0,lame!,negative
ea76e52729,hurts,negative
bf3001dd7a,thks,positive
7bfb2d66df,Prom was awesome.,positive
f72ca0814a,I wish the photos on your site were bigger,negative
7449ddd855,Peace.,neutral
b8e071a7f2,the there`s confuse me,negative
aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive
21fe7492e2,trying to get a sale in my job...,neutral
c136653476,"Tati, I sent you an emal doll, did you get it?",neutral
d02d2e4f18,how sad.. bye Ange,negative
a45e03ab32,"geez,",negative
d214361a69,promised,positive
d353471c64,but thats 7 weeks away  Im sure we got by only tweeting at night before?,neutral
3448dc57da,happy,positive
efde41e70d,", I`d love it if you haven`t had any takers yet",neutral
1010d4841d,bettering,positive
8a8a992e19,perfect,positive
dd8ef5e6c0,Jumps of Joy,positive
e0e7017bfd,shocked,negative
c2c5b285b9,honor,positive
5c510be7a8,w it was that serious.  Well that sucks.,negative
1be3837ac6,favorite,positive
079cab6a05,Hope everything ok,positive
66a93bc52d,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",neutral
58e3269ea4,So exhausted..can`t sleep.,negative
67030606a3,"mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",neutral
ff69dc9df4,is wondering,negative
92d4e5b85a,Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me,neutral
aa7d09c96a,I haven`t had the opportunity,negative
e79f3b3eee,those workmen extending R block can`t start this early surely.. its 7:45am and already they`re making a racket and woken me up!,neutral
637c61cb05,"Yes, that would be pretty creepy. I think its all a bit more innocent than that, I think he just wants to sell some icecream",neutral
e0ec859ddc,hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!,neutral
eda9b67235,cute,positive
160c8a53c5,"Yes otherdad   Wait, do I go back to sleep or cause mischief?",neutral
479e0fafdd,Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker,neutral
c3b550b62d,dissapointment,negative
818996ad8d,regret,negative
d7f6f40f36,Good Morning,positive
6f0f3669ee,Special chocr makin rounds @ Gourds show,neutral
fb96065ecc,totally agree,positive
9de58e1b43,sad,negative
9a353b2d65,i`m hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i`ll go make some myself!,neutral
014a8f6298,We`ll miss you,negative
fc65bcadd4,awsome!,positive
2381c40431,thanks,positive
4555ab6592,Hope,positive
98069e1e28,Bad,negative
8a6a0b2578,oops,negative
b0b69a88b8,FC is back dear.,neutral
4c53e09ca3,have a good day,positive
d2ddee6416,hurts,negative
801b2aea6c,How does it look like a Ninja Tutle?!  xo lol,neutral
7591c0b0b9,"Rt/WestCoastGal88 - It`s the facial hair, they both need to shave  [Jr and JJ]",neutral
b9644304b3,Having dinner at the crown at south moreton with David and a stroppy teenager,neutral
39308d1822,im goo,positive
1cd56df654,a bedtime story pls....,neutral
361de25296,Writing this post on my new iPod Touch!,neutral
e654323097,I am so jelz.,negative
905d8226b0,"As much as we would love that, it is hard to make ends meet up here",neutral
d552770b7b,Wish I was in Chicago.,positive
4bccd1a403,say hi to dan and katherine and zachy,neutral
5cbd4f1169,I can take care of her.,positive
130945d03c,op...lo,positive
efc6ac1032,e mean,negative
6ba366b057,do  life is not good:`( no more Exit in this hallway I`m stuck in my world...,negative
510166e996,We expect One Man Band to be released sometime next week,neutral
365c1aaa7f,Chemistry is not fun..,negative
33c7f198ac,good,positive
13df2f4386,Missin my boo,negative
a452d71fc8,nope,neutral
001b0e9abe,bless,positive
45a9136ace,ready to go home,neutral
6040c4b830,sounds good.,positive
2cdd4c175e,awesome,positive
2145c186b8,playing board games!!!,neutral
f2d4ffc67f,"In bed eating chocolates after 2 super parties, yay  playing with the new camera - could I be an amazing photographer?",neutral
0c8aeeaf08,My twitterberry wont work on my friends and me,neutral
5e519bfc9e,based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',neutral
2a5456b183,PLEEEEEEEASSSEEEEEEE,positive
04d529a0ae,The sun is wonderful but makes me feel incredibly fat.. The less clothes and more exposure thing  today I diet. Again......,neutral
a4ede54987,it`s the weekend but 9 year old is grounded which makes me grounded too,neutral
48c0dc5b09,ok Im off to pc world then  **** tweet u later **** lol,neutral
9159e639ab,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",neutral
14bda95cd2,lol... hell yeah!,neutral
2ef17bd974,boooooo,negative
9c1cbbe8bd,thinks lamb chops would be really nice right about now... or maybe some sushi  mmm.. maybe just an ice lolly cos its so **** hot!!!,neutral
58e5e5f159,#excited,positive
4c8db3926d,love the show,positive
60a3027add,Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,neutral
7b9362fbe8,_shaw night babe,neutral
c22e3abfca,thanks,positive
5b32effb51,well i`m gonna go now.  goodbye all.,neutral
eb63c64460,you`re everything to me DE,positive
39a8e6cbe3,Going to bed  how`s ever reading this,neutral
da9e7cabbc,flat tire.,negative
3a0eb67ccf,haha maybe someday I will be your publicist! that`s what i am going to school for,neutral
ed9674d53d,it`s a she and she`s way too stubborn right now. thanks for caring though,neutral
4addc5dfa8,watching matilda with a bowl of noodles,neutral
75b7273395,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive
e2ce122fec,Just realized it is friday and b/c of a party I don`t get to go racing.,neutral
8aed647dce,e feeling  Its a little depressing,negative
78622d91a3,I don`t get why,negative
72b11db3d1,pricey,negative
9bf53c0b1d,warm,positive
abec950aeb,Babysitting. Text me and keep me company,neutral
e533dc15ce,Phew long day,negative
3fb2f8bda0,it`s cool,positive
f4f43f2e83,she has made the rite decision,positive
1448b746d3,heartbroken,negative
071649bc91,No cheers sad face,negative
2de1bcb225,"It`s bloody quick,, even my gran could drift it",neutral
fc3ed28c22,Almost lunch time,neutral
2e277c6d53,Love to,positive
532af02150,sore throat now  dammit,negative
d37f67c339,sad,negative
04c563f43b,which sucked the fun out of everything so...,negative
146d31acf9,And I`m listening to 'Wrong' by Depeche Mode.,neutral
fb8c3f1e9d,Caps lost. ARGH! But HP game evening was much fun,neutral
5cdf99d6de,my body isnt itching anymore,positive
c37182a8e7,"I`s sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING <33]",neutral
1c33228326,happy,positive
a1ec115eb7,I gots a Pandora bracelet for my birthdaaaay,neutral
c68ca0493a,"I don`t know why, but I LOLd.",neutral
7611e2cb48,nice,positive
ea67171f3a,haha,positive
f674c6d0ac,te a fake competetion,negative
ca7818818f,hope you win!,positive
d71ee3a405,has just joined twitter. reeeally dont understand how to use this lol,neutral
4d75ec360a,you`re welcome sweety!  muah! xoxox luv ya!,positive
bc6d3408ee,"she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t",neutral
1bdf166eff,Highly interesting.,positive
72dffbd0ef,"I will, n btw happy mothers day sissy",positive
61a29cfbc7,Hope,positive
c8f8d43d40,unfortunately,negative
3bdbba0d6d,Wish,positive
7224137f35,liking,positive
7e9b461caa,"oops,",negative
21671fec73,painful to watch her so upset,negative
e8c6f175ba,"oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together",neutral
3686cff7dd,haha,positive
08905243a1,miss,negative
baec66304d,good,positive
c0c213673f,Today is just not my day.,negative
29fa12b338,Good morning!!,positive
5889cd0fbb,won`t be working with me anymore,negative
4e491882da,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral
cafc8d4e17,good book.,positive
ad21249e85,good to see you on twitter!!,positive
b934655779,but then you won`t see Her hotness much either,neutral
3cf6b4ba3d,lol thanks!there scary to wear though,neutral
762e9f81f7,s not too bad,positive
fa14103466,jealous-,negative
4e7784f9b8,lovely,positive
a455c0507b,really bad,negative
7d7b41c60e,nauseas.,negative
5be74ce986,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,neutral
6a0d76066c,"Yes, its a common thing. Don`t you remember? I promised you and Nic i wouldn`t stress online  Clearly not kept",neutral
eec5153d99,failed.,negative
a8b4edc9d4,Im bored,negative
6db425c736,might not be a good thing,negative
8c4d5e132f,"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",neutral
afd3bd569b,love,positive
5061d28246,changed my h/p number go online msn messenger to see,neutral
e017845110,ugh..,negative
6d514da7d2,strong,positive
2108a598dd,the day off bad. missed the UP screening  this morning at the el capitan,negative
be0a927a80,_N - me too!! I don`t want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),neutral
9897e8abe2,. It will be breath taking,positive
0d0ef129ba,"s, poor little guy",negative
d62cf6951b,p.s.  thought you were gonna follow me back on twit-har ?,neutral
46f6f3b275,Darn.,negative
fc2cbefa9d,Wow... u just became cooler.,positive
b7ac42b539,"download iEmoticons from the AppStore. 0,79茂驴陆. But cool",neutral
06e5249859,Congratulations,positive
834196cadf,That sucks,negative
81211a1801,Happy,positive
233c9a86eb,Darnit.  See what happens when I avoid teh interwebs for wor,neutral
d2e9eadb57,Ustream replay for Control Your Rankings.,neutral
3d2a23d9b8,Hugh Masekela pix online + Contern - T71 pix + review @ http://clada.lu -> coming up next Naturally7 Concert this evening,neutral
7861e5c33e,What are you doing up so early?,neutral
0a49ead450,Got home from audition awhile ago. I think it went pretty well,positive
cd4606335a,its a sad day,negative
a66b2a186d,salute al,positive
df0a7365f7,car accident,negative
783d3bfa9c,! it was really good.,positive
3e59897ebb,my brain has become a converter ed. i`ve been converting into LM for  the past 2 yrs. every 5 mins of every single day,neutral
10412b6712,i heard it is not illegal unless you are caught,negative
4c55586b72,gorgeous!,positive
5ec2937912,coooolest,positive
5297d3d4fc,"hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral
bf04914f83,so....i`m guessing no BGN?,neutral
b495300bbf,painful.,negative
dacf8c1cda,O and i have to wear a **** jacket today cos i didnt notice a mark on my shirt..,neutral
eaf2ba98f6,pretty,positive
84f17cea0c,bored,negative
99dbcfdfe2,just got home and  i got to freakkin clen,neutral
9533e8d3f6,happy,positive
8326a50f87,a craving that`s very hard to satisfy,negative
97bc17f4b4,waiting for my mom to get home,neutral
df8b0a5876,cute,positive
9a525beff0,play vanessa hudgens new songs plz or vfactory,neutral
0c6811a0e2,phone does not work,negative
b5a14e7716,yes  lol,neutral
03941ee1f0,ate all my chocolate,neutral
4d79409d4f,Good to see,positive
899e966811,http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,neutral
fe5515afaa,love me,positive
05d193f85b,YEAY!. haha. thank you,positive
7f4fd40fcf,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,neutral
9c7bb80379,You know we do!,neutral
a69117a98a,kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,neutral
cf92786094,that is awesome!,positive
579f45f637,I appreciate,positive
4aaf1fba45,I am following Mya,neutral
020bddc57b,"sunny day, sunny outlook",neutral
ca1842ae21,worse,negative
58e308fee2,Thanks!,positive
25e1b56bb2,sick,negative
b0495c5087,Hopefully,positive
5bcaf5aa9f,there`s a 9 year waiting list to get an appointment.,neutral
5ed54c5464,i guess it wasnt meant to be..,neutral
3197c989b5,Happy anniversary to you,positive
c8e658737f,help! can`t even read the solutions online  #badmicrosoft,negative
6fa830e24a,morning,neutral
a86aefc3c2,AMAZING!,positive
d5ea260d03,sick,negative
5b79166c70,waaa you too,neutral
78161d90a3,tough life,negative
1ee016521a,*sigh* another two out fly out for Papi,neutral
451fba032d,"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rww",neutral
6766de6a5f,congratulations!,positive
d2d55db5e0,im ill hate it.,negative
c236eb7d62,kayla & I went to go visit you but they wouldn`t let us in school!,neutral
394881b7d0,i know!!,neutral
7ea1d989a2,haha dont we ever do that before  many times,neutral
4953e9fae4,So nice,positive
151eaeb119,I`ve already got problems with battery & earpiece,negative
319a7a20fd,Watching the kids eating an ice cream.,neutral
f9f99c41a6,bored.,negative
b8ba2e0d51,I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.,neutral
43b0426667,i`m a victim,negative
81a3ade0a2,Wanna come with?  Before we go to Myka`s party.,neutral
28c9dc4cc4,Exhausted after a 58 hour work week,negative
690f2b5e52,OLD & TIREDD & WASTED!!,negative
b425420d56,enjoy,positive
e20db808a0,"aah, i`m tired.",negative
bbbe6803f7,so bored..,negative
7a23bb9610,"p.s.: UV rays are just as strong with clouds as with regular sun, sometimes stronger. just FYI.",neutral
3d4644783b,great,positive
e721757713,blunt,negative
90916992df,Home now. Some invaders have taken over my base,neutral
11f9ef90bf,better,positive
f397eb8b73,"the sun is out, can you believe it",neutral
d27b778eb4,that`s crazy why would anyone not follow you? Your tweets are so much fun,neutral
1e87921e6f,keep telling yourself you`ll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall,positive
c642c743ed,we can learn together!,positive
293c105cc0,Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral
f9b1a131e7,sick,negative
47aec7e3be,omg   i found it  thn,positive
d86a421029,@_JAYYTEE yea i knw,neutral
84747e4e05,would help me study for the aptitude tests,positive
0531480c63,i feel like a princess.  i love lingerie parties!,positive
1ca52945d1,Missing you all deeply,negative
a28380ce79,is amazing-j,positive
175fd2aaab,Was woken up by my screamin lil nefuew,negative
747c796ad4,sick.,negative
dc15fb15b2,i need a job that can pay off all my hospital bills. i have been very sick lately.,negative
f2cb5cb67d,"hermits, such as myself, like to stay in",neutral
496a81c5fc,listening to some brandy...never say never cd,neutral
ac29f09cc7,doesn`t understand,negative
b29ac23fe2,"my neck hurts from moving out  you massage me, i massage u?! lol!",neutral
e5f9eb06bc,"don`t frown my lil aussie, I still love you! *muah*",positive
ce0eb5683c,tired,negative
8b7685f770,"<3 I`m watching the Audio Commentary, it`s sooo funny",positive
1ea0ac8606,awesome!,positive
88043d31a8,nice angle though...,positive
151d27a5ea,And the first thing you did was get your twit on....,neutral
b8d4f53bb3,bad,negative
f2737e9c15,s not bad,positive
6402fdae25,At work full of weekend vengaboys zane lowe wolf from gladiators **** memories,neutral
ee5696f28f,o thrilled,positive
811ac4eeca,trafffffffic suckssss!,negative
8821c2f2a8,Oops!,negative
f81a1511b2,I LOVE,positive
050721252d,Doubtful!,negative
774ab03f35,"I`m getting better with the pain, though. I want to give my poor liver a break.",neutral
3c664be4e8,i went to the doctor. i hav a virus.,neutral
aa1ae6ce1d,They`re mental.,negative
e871d4101f,no more brother,positive
1fcd6fd06a,It`s good for the industry i plan on going into...Far FAR away from Ohio  I hate it here.,neutral
4644f380ec,good,positive
50341c5b7c,"As much as I loved Texas, my dislike for needles could interfere.",neutral
9fb230b118,Still stupidly sick...cancelled our Philly trip. Sad day,negative
e227cd38f2,thanks sooo much lil sis!,positive
14c67c535b,.I`ve become poor again,negative
15188adbd3,thank you,positive
d7fd58d79a,working weekend it looks like,neutral
0583c78cc1,Congratulation`s,positive
56e0767069,"cool, not a big user of DM though",neutral
2248efe4a0,I`m very excited,positive
8b6de71666,Huh... PR from 5 to 2..?,neutral
f610efb0e3,My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,neutral
023adc9806,On my way to see star trek,neutral
90eeb07839,bask,positive
6c3c600cd5,me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral
e9ffb3f1cc,I`ll hit you up.,negative
18cd7ae71d,great,positive
0da207081a,_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.,neutral
f1cfe52789,I really am sorry.,negative
6b4a84c31c,I`m so getting the cold,neutral
ba95446fac,It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,neutral
1f22867b36,o LOVE,positive
ca363eee1a,"Happy Monday, Everyone",positive
ccc4689cb6,d what a fantastic sound,positive
00248197c5,s disgusting.,negative
78717dbb3c,AHH Im going crazy.,negative
4213627c3c,I still smell of smoke  #kitchenfire,neutral
1ba21ec741,So sorry,negative
24532ab83c,"at dads, watching some mtv and am going on sims2 in a minutee",neutral
1880b5ce09,awwww..... thought it`d be a 'yummy' experience.  Will try it next time,positive
443f6d754f,lied.,negative
faf4fe2d8f,bad,negative
dac60df956,_com Ohhh got it. It`s the 8830 I think  I miss the Pistons  I really hope Joe D cooks up something big!,neutral
296883744,broken,negative
028ea6ef68,s. I`m shattered,negative
e6d4c50e89,I`m terrified about the surgery next week,negative
e8be898842,i have fever..,negative
62a384e33a,this movie isn`t hard but good,neutral
dc405bcd61,thanks,positive
b2e6fdc755,so sad but there is a reason as to why lol,neutral
a916639e42,really want to see,positive
98949b1fd7,so sad! i miss my babies!!!,negative
8b3bdb6f40,going to work nightshift....,neutral
52cb8d59af,miss,negative
2e8d232114,love,positive
60da5f7f30,love,positive
9acb99731a,Loved that lady.,positive
ea4429b35a,", Thx",positive
36bb3fd015,failed,negative
974c1a5e0a,I went green yesterday and I was out so I missed it  do I get another certificate????,neutral
2cf1943063,"I miss my doggy,my hammy,my turtle && my fishes",negative
7de057cf40,is cleaning the house for her family who is comming later today..,neutral
f41c115a5a,Thank,positive
57c96276f3,Yay!,positive
